no.,serial_number_for_camera,precinct,police_office,location
7070,GE013,松山,民有,民族東路666號旁668巷口
7071,GE014,松山,民有,民權東路3段103巷15之1號
7072,GE015,松山,民有,復興北路427巷口(南側)
7073,GE016,松山,民有,民權東路3段103巷5弄5號
7074,GE018,松山,民有,民權東路3段103巷1號口
7075,GE019,松山,民有,民權東路3段153巷2弄1號
7076,GE021,松山,民有,復興北路427巷36號對面
7077,GE022,松山,民有,民族東路642號
7078,GE023,松山,民有,民權東路3段191巷35號
7079,GE024,松山,民有,民權東路3段191巷31弄6號
7080,GE025,松山,民有,民族東路632號
7081,GE026,松山,民有,民權東路3段103巷5弄40號
7082,GE026,松山,民有,民權東路3段103巷5弄40號
7083,GE027,松山,民有,民權東路3段151號
7084,GE028,松山,民有,民權東路3段175巷口與民權3段191巷口
7085,GE029,松山,民有,民權東路3段191巷8號對面燈桿
7086,GE030,松山,民有,民權東路3段191巷3號對面燈桿
7087,GE031,松山,民有,民權東路3段191巷7弄2號前燈桿
7088,GE032,松山,民有,慶城街36號旁中央分隔島
7089,GE032,松山,中崙,慶城街36號旁中央分隔島
7090,GE033,松山,民有,民權東路3段103巷13號
7091,GE034,松山,民有,民族東路742號
7092,GE035,松山,民有,民權東路3段102號
7093,GE036,松山,民有,復興北路319號前安源
7094,GE037,松山,民有,民權東路3段106巷1號對面燈桿
7095,GE038,松山,民有,復興北路337號前
7096,GE039,松山,民有,復興北路367號旁
7097,GE040,松山,民有,民生東路3段113巷11號對面
7098,GE042,松山,民有,民權東路3段140巷與106巷3弄口
7099,GE043,松山,民有,民權東路3段106巷3弄29號旁(跨弄口)
7100,GE044,松山,民有,民生東路3段113巷14號旁(巷口燈桿)
7101,GE044,松山,民有,民生東路3段113巷14號旁(巷口燈桿)
7102,GE045,松山,民有,敦化北路222巷6弄與民生東路3段113巷25弄
7103,GE046,松山,民有,復興北路361巷與民權東路3段140巷口
7104,GE048,松山,民有,復興北路313巷5號
7105,GE050,松山,民有,北市松山區民生東路3段113巷6弄1號前路口監控
7106,GE050,松山,民有,北市松山區民生東路3段113巷6弄1號前路口監控
7107,GE051,松山,民有,民生東路3段111號旁(113巷口西北角號誌)
7108,GE052,松山,民有,北市松山區民權東路3段106巷3弄32號對面燈桿路口監控
7109,GE053,松山,民有,敦化北路244巷49號
7110,GE053,松山,民有,敦化北路244巷49號
7111,GE055,松山,民有,敦化北路222巷37號
7112,GE056,松山,民有,民權東路3段106巷21弄19號前
7113,GE057,松山,民有,民權東路3段160巷22號
7114,GE058,松山,民有,復興北路313巷23號
7115,GE059,松山,民有,民生東路3段127巷6號前
7116,GE061,松山,民有,民權東路3段160巷162號前
7117,GE062,松山,民有,民權東路3段158號前中央分隔島
7118,GE063,松山,民有,敦化北路220號對面中央分隔島
7119,GE063,松山,民有,敦化北路220號對面中央分隔島
7120,GE066,松山,民有,敦化北路244巷8號旁
7121,GE066,松山,民有,敦化北路244巷8號旁
7122,GE067,松山,民有,民權東路3段160巷7號2樓
7123,GE068,松山,民有,民生東路3段113巷25弄39號
7124,GE069,松山,民有,敦化北路238巷240號前(中央分隔島)
7125,GE070,松山,民有,民權東路3段160巷19弄6號
7126,GE072,松山,民有,民生東路3段117號中央分隔島
7127,GE073,松山,民有,民生東路3段100號前與復興北路分隔島
7128,GE074,松山,民有,民生東路3段112號
7129,GE075,松山,民有,復興北路223號
7130,GE076,松山,民有,復興北路與興安街口(東北角)
7131,GE078,松山,民有,興安街220號
7132,GE079,松山,民有,民生東路3段113巷115號東北角號誌
7133,GE080,松山,民有,復興北路231巷34-1號
7134,GE081,松山,民有,民生東路3段130巷18弄1號
7135,GE082,松山,民有,民生東路3段130巷18弄27號
7136,GE083,松山,民有,興安街139巷1弄口
7137,GE084,松山,民有,興安街202號
7138,GE085,松山,民有,興安街141-1號
7139,GE086,松山,民有,興安街174巷3弄1號斜對面
7140,GE088,松山,民有,民生東路3段130巷5弄20號
7141,GE089,松山,民有,民生東路3段130巷7弄1號
7142,GE090,松山,民有,興安街222號左側燈桿
7143,GE091,松山,民有,興安街174巷25號
7144,GE092,松山,民有,興安街174巷與復興北路189巷口
7145,GE093,松山,民有,民生東路3段與慶城街口中央分隔島
7146,GE094,松山,民有,敦化北路168號(渣打銀行側門)前號誌桿
7147,GE095,松山,民有,長春路355號燈桿
7148,GE096,松山,民有,民生東路3段140巷11號
7149,GE097,松山,民有,興安街與慶城街口中央分隔島
7150,GE097,松山,民有,興安街與慶城街口中央分隔島
7151,GE098,松山,民有,慶城街48號側邊
7152,GE099,松山,民有,民權東路3段與敦化北路口西邊中央分隔島
7153,GE-C01,松山,民有,敦化北路、民生東路口
7154,GE-C02,松山,民有,民權東路4段與敦化北路南方號誌桿(東北)
7155,HA001,信義,五分埔,永吉路278巷48弄3號前(2號)
7156,HA002,信義,五分埔,永吉路278巷37衖2號旁
7157,HA003,信義,五分埔,永吉路278巷25之1號前(27弄口)
7158,HA004,信義,五分埔,永吉路200巷6號
7159,HA005,信義,五分埔,永吉路200巷56弄1號旁(永吉路200巷81弄1號對面)
7160,HA006,信義,五分埔,永吉路280號旁
7161,HA007,信義,五分埔,永吉路278巷58弄1號
7162,HA008,信義,五分埔,永吉路200巷61弄2之1號
7163,HA009,信義,五分埔,永吉路200巷38號前
7164,HA010,信義,五分埔,永吉路200巷21弄1號對面
7165,HA011,信義,五分埔,永吉路200巷12號前
7166,HA012,信義,五分埔,永吉路278巷27弄36號(對面燈桿)
7167,HA013,信義,五分埔,永吉路278巷2-3號旁
7168,HA014,信義,五分埔,永吉路278巷1弄35號前
7169,HA015,信義,五分埔,永吉路278巷37弄26號前
7170,HA016,信義,五分埔,永吉路278巷47弄23號
7171,HA017,信義,五分埔,永吉路278巷57弄底30號對面
7172,HA018,信義,五分埔,松信路145號與永吉路200巷56弄底交會口
7173,HA019,信義,五分埔,松信路111號旁
7174,HA020,信義,五分埔,松隆路290號旁燈桿
7175,HA021,信義,五分埔,松山路130號（松山路與松隆路口）
7176,HA022,信義,五分埔,松山路194巷28號與永吉路405號前
7177,HA023,信義,五分埔,松山路136號
7178,HA024,信義,五分埔,松山路156號旁
7179,HA025,信義,五分埔,虎林街47-2號旁燈桿
7180,HA026,信義,五分埔,虎林街30巷3號
7181,HA027,信義,五分埔,虎林街65號前往60巷
7182,HA028,信義,五分埔,市民大道6段與虎林街口9號對面
7183,HA029,信義,五分埔,松隆路215巷1號往4弄
7184,HA030,信義,五分埔,松隆路213號旁
7185,HA031,信義,五分埔,永吉路321巷22號
7186,HA032,信義,五分埔,虎林街50巷26號
7187,HA033,信義,五分埔,松山路194巷15號
7188,HA034,信義,五分埔,松山路186號後方
7189,HA035,信義,五分埔,虎林街56巷4號
7190,HA036,信義,五分埔,虎林街57號前
7191,HA037,信義,五分埔,虎林街57-10號前
7192,HA038,信義,五分埔,基隆路一段35巷5弄24號
7193,HA039,信義,五分埔,基隆路一段11巷10弄8號前
7194,HA040,信義,五分埔,基隆路1段35巷7弄1號斜對面號誌桿
7195,HA041,信義,五分埔,永吉路127巷28號
7196,HA042,信義,五分埔,松隆路99號
7197,HA043,信義,五分埔,基隆路1段37巷1-24號前燈桿
7198,HA044,信義,五分埔,基隆路1段83巷9號旁(興雅國小旁)
7199,HA045,信義,五分埔,松隆路159巷3號
7200,HA046,信義,五分埔,基隆路一段35巷正對面橋下
7201,HA047,信義,五分埔,基隆路一段35巷7弄38號
7202,HA048,信義,五分埔,基隆路1段37巷1之14號旁
7203,HA049,信義,五分埔,永吉路37號旁與基隆路1段37巷口
7204,HA050,信義,五分埔,基隆路一段37巷1之22號旁
7205,HA051,信義,五分埔,基隆路1段35巷7弄45號旁燈桿
7206,HA052,信義,五分埔,永吉路125號旁(127巷口)
7207,HA053,信義,五分埔,基隆路一段11巷1弄4號
7208,HA054,信義,五分埔,永吉路127巷15號旁
7209,HA055,信義,五分埔,北市信義區永吉路180巷89號前路口監控
7210,HA056,信義,五分埔,永吉路120巷81弄8號前
7211,HA057,信義,五分埔,永吉路180巷75號前
7212,HA058,信義,五分埔,永吉路180巷66號旁
7213,HA059,信義,五分埔,永吉路180巷66弄22號前燈桿
7214,HA060,信義,五分埔,永吉路120巷55號旁
7215,HA061,信義,五分埔,永吉路120巷43弄1-1號前
7216,HA062,信義,五分埔,永吉路150巷53號旁(永吉路120巷43弄10號對面)
7217,HA063,信義,五分埔,永吉路180巷66弄與120巷口
7218,HA064,信義,五分埔,永吉路180巷30之1號旁
7219,HA065,信義,五分埔,永吉路120巷21弄21號
7220,HA066,信義,五分埔,永吉路120巷3弄口
7221,HA067,信義,五分埔,永吉路150巷2號前
7222,HA068,信義,五分埔,永吉路180巷4弄口
7223,HA069,信義,五分埔,永吉路180巷16弄口3號前燈桿
7224,HA070,信義,五分埔,永吉路180巷口與永吉路178號旁
7225,HA071,信義,五分埔,永吉路120巷27弄5號
7226,HA072,信義,五分埔,永吉路225巷1弄3號
7227,HA073,信義,五分埔,永吉路225巷2弄27號
7228,HA074,信義,五分埔,永吉路225巷4弄2號-永吉路225巷
7229,HA075,信義,五分埔,永吉路225巷5弄1號前
7230,HA076,信義,五分埔,永吉路225巷7弄5號
7231,HA077,信義,五分埔,永吉路225巷32弄31號
7232,HA078,信義,五分埔,永吉路175巷177號
7233,HA079,信義,五分埔,松信路70號
7234,HA080,信義,五分埔,永吉路225巷4弄26號
7235,HA080,信義,五分埔,永吉路225巷4弄26號
7236,HA081,信義,五分埔,永吉路225巷16弄19號
7237,HA081,信義,五分埔,永吉路225巷16弄19號
7238,HA082,信義,五分埔,永吉路225巷34號前
7239,HA083,信義,五分埔,永吉路189號旁 
7240,HA084,信義,五分埔,永吉路225巷1弄23號前
7241,HA085,信義,五分埔,永吉路225巷3弄35號
7242,HA088,信義,五分埔,永吉路181-1號與松信路口
7243,HA089,信義,五分埔,北市信義區虎林街81號對面（路口監控）
7244,HA091,信義,五分埔,虎林街68-3號前燈桿
7245,HA093,信義,五分埔,虎林街72號旁70巷口燈桿
7246,HA094,信義,五分埔,虎林街74巷1號
7247,HA095,信義,五分埔,虎林街80號旁
7248,HA096,信義,五分埔,虎林街66巷3號前
7249,HA096,信義,五分埔,虎林街66巷3號前
7250,HA097,信義,五分埔,虎林街70巷15號
7251,HA098,信義,五分埔,虎林街74巷25號旁
7252,HA099,信義,五分埔,北市信義區虎林街82巷37號前（路口監控）
7253,HA100,信義,五分埔,永吉路326巷15號與虎林街66巷口
7254,HA101,信義,五分埔,永吉路326巷23號後方
7255,HA102,信義,五分埔,永吉路326巷48號前
7256,HA103,信義,五分埔,永吉路278巷27弄(菜市場)
7257,HA093,信義,五分埔,虎林街72號旁70巷口燈桿
7258,HA105,信義,五分埔,永吉路376號旁
7259,HA106,信義,五分埔,永吉路326巷口前中央分隔島
7260,HA106,信義,五分埔,永吉路326巷口前中央分隔島
7261,HA107,信義,五分埔,松山路、永吉路北側分隔島
7262,HA109,信義,五分埔,松山路156號對面
7263,HA110,信義,五分埔,中坡北路37巷口與中坡北路35號分隔島路口監控
7264,HA112,信義,五分埔,北市信義區松隆路327號旁號誌桿
7265,HA112,信義,五分埔,北市信義區松隆路327號旁號誌桿
7266,HA112,信義,五分埔,北市信義區松隆路327號旁號誌桿
7267,HA113,信義,五分埔,永吉路517巷8弄8號
7268,HA114,信義,五分埔,中坡北路41號旁(43巷口)分隔島
7269,HA115,信義,五分埔,松隆路341號前號誌桿
7270,HA115,信義,五分埔,松隆路341號前號誌桿
7271,HA116,信義,五分埔,松山路與永吉路西側分隔島
7272,HA116,信義,五分埔,松山路與永吉路西側分隔島
7273,HA117,信義,五分埔,"永吉路443巷口,445號旁"
7274,HA118,信義,五分埔,松山路154號前
7275,HA119,信義,五分埔,松山路121號旁(119巷口)
7276,HA120,信義,五分埔,松山路119巷1弄7號對面燈桿
7277,HA121,信義,五分埔,永吉路515號旁
7278,HA122,信義,五分埔,松山路119巷中坡北路口
7279,HA123,信義,五分埔,永吉路443巷13弄28號前
7280,HA124,信義,五分埔,松山路289號旁
7281,HA125,信義,五分埔,松山路393巷1號
7282,HA126,信義,五分埔,松山路227號旁
7283,HA127,信義,五分埔,永吉路512號旁
7284,HA128,信義,五分埔,忠孝東路五段743巷1弄27號
7285,HA129,信義,五分埔,忠孝東路五段703巷1弄12號
7286,HA130,信義,五分埔,忠孝東路五段741號旁方
7287,HA131,信義,五分埔,忠孝東路五段743巷21弄1號
7288,HA132,信義,五分埔,忠孝東路5段743巷31弄口中坡北路5號旁
7289,HA133,信義,五分埔,忠孝東路五段617號旁
7290,HA134,信義,五分埔,中坡北路11號旁
7291,HA135,信義,五分埔,永吉路、永吉路468巷口分隔島上
7292,HA136,信義,五分埔,松山路393巷3弄1號
7293,HA137,信義,五分埔,永吉路444號旁
7294,HA138,信義,五分埔,松山路225巷20號旁
7295,HA139,信義,五分埔,松山路249號
7296,HA140,信義,五分埔,忠孝東五段703巷1弄36號前
7297,HA141,信義,五分埔,忠孝路五段423巷66號對面燈桿
7298,HA142,信義,五分埔,永吉路278巷58弄2號
7299,HA143,信義,五分埔,虎林街100巷149號前路燈
7300,HA144,信義,五分埔,虎林街108巷138號前路燈 
7301,HA145,信義,五分埔,虎林街104巷142-1號路燈
7302,HA146,信義,五分埔,忠孝東路5段423巷34號旁
7303,HA147,信義,五分埔,虎林街120巷131號前燈桿
7304,HA148,信義,五分埔,虎林街120巷105號前燈桿
7305,HA149,信義,五分埔,虎林街104巷136號
7306,HA150,信義,五分埔,虎林街119巷17號牆面
7307,HA151,信義,五分埔,忠孝東路5段423巷39號旁
7308,HA152,信義,五分埔,虎林街120巷163號前
7309,HA153,信義,五分埔,虎林街120巷156號
7310,HA154,信義,五分埔,虎林街108巷130號前
7311,HA155,信義,五分埔,虎林街100巷203號前
7312,HA156,信義,五分埔,虎林街108巷196號前
7313,HA157,信義,五分埔,永吉路180巷67弄5號旁
7314,HA157,信義,五分埔,永吉路180巷67弄5號旁
7315,HA158,信義,五分埔,松山路336巷2號前
7316,HA159,信義,五分埔,松山路336巷13號
7317,HA160,信義,五分埔,松山路342巷2號前
7318,HA161,信義,五分埔,忠孝東路5段423巷4弄1號
7319,HA162,信義,五分埔,永吉路502巷5號
7320,HA164,信義,五分埔,永吉路與松信路東南角
7321,HA165,信義,五分埔,忠孝東路5段420號前
7322,HA166,信義,五分埔,忠孝東路5段423巷5弄1號
7323,HA167,信義,五分埔,忠孝東路5段345巷1號
7324,HA168,信義,五分埔,忠孝東路5段423巷5弄27號前
7325,HA169,信義,五分埔,忠孝東路5段295巷7號
7326,HA170,信義,五分埔,虎林街120巷忠孝東路5段295巷公園旁桿
7327,HA171,信義,五分埔,忠孝東路5段291號旁（松信路口）
7328,HA172,信義,五分埔,松信路與虎林街120巷口
7329,HA172,信義,五分埔,松信路與虎林街120巷口
7330,HA173,信義,五分埔,"忠孝東路5段275巷口,277號旁(麥當勞旁)"
7331,HA174,信義,五分埔,永吉路120巷83號旁
7332,HA174,信義,三張犁,永吉路120巷83號旁
7333,HA175,信義,五分埔,松隆路161號(永吉國中)前號誌桿
7334,HA175,信義,五分埔,松隆路161號(永吉國中)前號誌桿
7335,HA177,信義,五分埔,松山路275-2號
7336,HA177,信義,五分埔,松山路275-2號
7337,HA179,信義,五分埔,永吉路533號旁分隔島
7338,HA179,信義,五分埔,永吉路533號旁分隔島
7339,HA180,信義,五分埔,永吉路356號前分隔島
7340,HA181,信義,五分埔,松山路130號前分隔島
